code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g	prediction
8.34664E9		1766.0	22.22	22.22	44.44	20.0	422.0	5.56	1.39	0.556	11.1	4.0	15.0	0
8.34664E9		1766.0	22.22	20.0	46.67	20.0	422.0	5.56	1.555	0.622	11.1	0.0	15.0	0
8.346642E9		1766.0	22.22	22.22	44.44	20.0	422.0	5.56	1.39	0.556	11.1	4.0	15.0	0
8.34674E9		232.0	6.15	2.77	1.85	0.31	55.38	0.31	0.1407	0.05628	1.54	0.0	5.0	2
8.3467407E9		232.0	2.4615386	4.3076925	2.1538463	0.30769232	55.384617	4.3076925	0.103846155	0.041538462	1.5384616	0.0	12.0	2
8.3467505E9		232.0	2.4615	4.3077	2.1538	0.3077	55.3846	4.3077	0.15384625	0.0615385	1.5	0.0	12.0	2
8.3468E9		1820.0	17.39	26.09	56.52	26.09	435.0	19.57	0.6525	0.261	21.7	0.0	17.0	1
8.3468E9		1820.0	17.39	26.09	56.52	26.09	435.0	19.57	0.6525	0.261	21.7	0.0	17.0	1
8.3468E9		1494.0	10.71	10.71	71.43	25.0	357.0	8.93	1.34	0.536	17.9	0.0	17.0	0
8.3468E9		1494.0	10.71	10.71	71.43	25.0	357.0	8.93	1.34	0.536	17.9	0.0	17.0	0
8.3468E9		1494.0	10.71	10.71	71.43	21.43	357.0	8.93	1.34	0.536	17.9	0.0	16.0	0
8.3468E9		1820.0	8.7	21.74	60.87	21.74	435.0	19.57	1.0325	0.413	21.7	0.0	18.0	1
8.3468E9		1820.0	8.7	21.74	60.87	21.74	435.0	19.57	1.0325	0.413	21.7	0.0	18.0	1
8.346802E9		1494.0	7.14	8.93	71.43	10.71	357.0	0.0	2.2325	0.893	17.9	0.0	10.0	0
8.346802E9		1494.0	7.14	8.93	67.86	3.57	357.0	0.0	2.3225	0.929	17.9	0.0	9.0	0
8.346802E9		1494.0	7.14	8.93	71.43	10.71	357.0	0.0	2.2325	0.893	17.9	0.0	10.0	0
8.346802E9		1494.0	7.14	8.93	67.86	3.57	357.0	0.0	2.3225	0.929	17.9	0.0	9.0	0
8.3468027E9		1494.0	7.14	8.93	71.43	10.71	357.0	0.0	2.2325	0.893	17.9	0.0	10.0	0
8.3468027E9		1494.0	7.14	8.93	67.86	3.57	357.0	0.0	2.3225	0.929	17.9	0.0	9.0	0
8.3468027E9		1494.0	10.71	10.71	71.43	25.0	357.0	8.93	1.34	0.536	17.9	0.0	17.0	0
8.3468027E9		1494.0	10.71	10.71	71.43	21.43	357.0	8.93	1.34	0.536	17.9	0.0	16.0	0
8.346804E9		1674.0	33.33	13.33	40.0	2.22	400.0	7.78	0.5275	0.211	11.1	0.0	8.0	4
8.346804E9		1674.0	33.33	15.56	37.78	2.22	400.0	7.78	0.61	0.244	11.1	0.0	8.0	4
8.3468744E9		1891.0	16.67	33.33	35.71	7.14	452.0	16.67	0.775	0.31	21.4	0.0	14.0	1
8.3468744E9		1891.0	16.67	33.33	35.71	7.14	452.0	16.67	0.775	0.31	21.4	0.0	14.0	1
8.346875E9		1893.0	16.6667	33.3333	35.7143	7.1429	452.381	16.6667	0.71428573	0.2857143	21.4	0.0	14.0	1
8.346875E9		2215.0	11.7647	47.0588	41.1765	5.8824	529.4118	29.4118	0.20588225	0.0823529	17.6	0.0	12.0	1
8.346875E9		2213.0	11.76	47.06	41.18	5.88	529.0	29.41	0.22	0.088	17.6	0.0	12.0	1
8.346875E9		2215.0	5.88	47.06	41.18	0.0	529.41174	35.29	0.52290004	0.20916001	17.6	0.0	13.0	1
