code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g	prediction
73899.0		1720.0	22.9	34.4	1.9	1.1	411.0	21.2	1.38	0.552	1.2	0.0	15.0	1
73974.0		435.0	2.7	5.5	10.8	8.8	104.0	3.7	0.08	0.032	0.5	0.0	4.0	2
7.43004E9		314.0	1.67	0.0	16.67	10.0	75.0	0.0	1.48	0.592	0.8	11.111111	7.0	2
74742.0		1004.0	1.0	1.0	56.0	53.0	240.0	0.3	0.2	0.08	2.9	0.0	9.0	6
74957.0		843.0	9.8	9.5	18.4	1.3	201.0	2.0	0.8	0.32	1.5	0.0	0.0	2
75374.0		1488.0	13.3333	1.1111	75.5556	2.2222	355.5556	0.0	0.0555555	0.0222222	6.7	0.0	-6.0	0
76517.0		251.0	0.9	0.2	13.1	12.0	60.0	0.1	0.1	0.04	1.0	100.0	-4.0	5
76715.0		657.0	3.7	13.7	3.9	1.2	157.0	1.8	0.01	0.004	9.2	100.0	-10.0	5
76739.0		845.0	2.2	0.4	45.4	23.0	202.0	0.2	0.1	0.04	4.1	0.0	2.0	2
777.0		1550.0	81.5	0.0	7.41	0.0	370.0	0.0	0.0	0.0	0.0	0.0	-1.0	4
7.7815025E9		1021.0	8.89	7.78	42.22	2.22	244.0	3.33	1.555	0.622	6.7	0.0	7.0	0
7.8150026E9		1209.0	8.89	7.78	51.11	0.0	289.0	3.33	1.555	0.622	2.2	0.0	10.0	6
78504.0		1393.0	3.33	10.0	60.0	60.0	333.0	5.0	0.0	0.0	0.0	0.0	18.0	6
78832.0		226.0	0.7	0.2	11.9	10.9	54.0	0.1	0.1	0.04	1.1	100.0	-4.0	5
78900.0		423.0	4.8	2.2	14.9	8.3	101.0	0.6	0.08	0.032	1.3	0.0	-1.0	2
79211.0		1230.0	10.59	20.0	18.24	1.76	294.0	10.59	1.1475	0.459	0.6	0.0	18.0	6
79969.0		2510.0	20.0	53.333332	20.0	3.3333333	600.0	3.3333333	1.0	0.4	13.3	50.0	8.0	1
8.001E9		1046.0	3.57	25.0	10.71	0.0	250.0	0.0	1.205	0.482	3.6	0.0	3.0	2
8.0010004E9		1197.0	10.71	16.07	28.57	7.14	286.0	0.0	0.67	0.268	7.1	0.0	-4.0	2
8.0010004E9		895.0	3.57	21.43	10.71	0.0	214.0	3.57	1.115	0.446	3.6	0.0	4.0	2
8.0012E9		1197.0	3.57	25.0	10.71	0.0	286.0	3.57	2.26822	0.907288	3.6	0.0	13.0	2
8.003019E9		1238.0	11.27	2.82	54.93	1.41	296.0	0.0	0.07	0.028	2.8	0.0	-4.0	2
8.003019E9		1238.0	11.27	2.82	54.93	1.41	296.0	0.0	0.07	0.028	2.8	0.0	-4.0	2
8.003019E9		1238.0	11.27	2.82	54.93	1.41	296.0	0.0	0.07	0.028	2.8	0.0	-4.0	2
8.0030193E9		1213.0	14.0	9.0	39.0	1.0	290.0	4.5	0.825	0.33	0.0	0.0	5.0	2
8.004925E9		1088.0	12.6	4.72	40.94	0.79	260.0	2.76	0.63	0.252	2.4	0.0	0.0	2
8.00495E9		1021.0	14.96	7.09	33.86	1.57	244.0	3.54	0.61	0.244	5.5	0.0	-2.0	2
8.005111E9		1130.0	11.0	2.5	55.0	0.0	270.0	0.0	0.025	0.01	10.0	0.0	-7.0	0
8.005125E9		1088.0	10.0	3.0	46.0	1.0	260.0	1.5	0.375	0.15	3.0	0.0	-3.0	2
8.0051584E9		795.0	8.0	2.5	24.0	1.0	190.0	1.0	0.325	0.13	2.0	5.882353	-3.0	2
8.00516E9		837.0	9.0	4.0	36.0	1.0	200.0	2.0	0.55	0.22	3.0	5.5555553	-3.0	2
8.005658E9		1155.0	14.96	8.66	34.65	0.79	276.0	5.51	0.69	0.276	1.6	0.0	10.0	2
8.005912E9		1130.0	11.0	2.5	55.0	0.0	270.0	0.0	0.025	0.01	10.0	0.0	-7.0	0
8.0059136E9		1130.0	11.0	2.5	55.0	0.0	270.0	0.5	0.025	0.01	10.0	0.0	-7.0	0
8.005914E9		920.0	7.0	6.0	35.0	1.0	220.0	3.0	0.5	0.2	2.0	0.0	0.0	2
8.0059146E9		1004.0	6.0	7.0	37.0	1.0	240.0	3.0	0.65	0.26	2.0	0.0	1.0	2
8.005915E9		1130.0	11.0	2.5	55.0	0.0	270.0	0.0	0.025	0.01	10.0	0.0	-7.0	0
8.00593E9		795.0	11.0	2.5	40.0	2.0	190.0	0.5	1.15	0.46	6.0	0.0	-3.0	2
8.0059587E9		753.0	9.0	4.5	29.0	1.0	180.0	1.5	0.575	0.23	1.0	5.5555553	-1.0	2
8.005959E9		795.0	12.0	3.0	30.0	1.0	190.0	1.5	1.175	0.47	0.0	0.0	3.0	2
8.005959E9		962.0	10.0	7.0	30.0	1.0	230.0	3.5	0.9	0.36	2.0	0.0	1.0	2
8.00599E9		1046.0	5.0	25.0	6.67	0.0	250.0	3.33	1.5825	0.633	3.3	7.6923075	10.0	2
8.006915E9		837.0	13.0	10.0	29.0	2.0	200.0	6.0	1.05	0.42	2.0	0.0	9.0	2
8.0069356E9		1046.0	10.0	5.0	41.0	1.0	250.0	2.5	0.825	0.33	3.0	5.263158	0.0	2
8.0069565E9		795.0	12.0	7.0	26.0	1.0	190.0	3.5	1.225	0.49	2.0	0.0	3.0	2
8.006958E9		711.0	12.0	9.0	25.0	2.0	170.0	5.0	1.225	0.49	2.0	0.0	9.0	2
8.006958E9		837.0	8.0	7.0	28.0	1.0	200.0	4.0	0.425	0.17	2.0	0.0	0.0	2
8.0069586E9		837.0	12.0	10.0	26.0	1.0	200.0	5.0	1.7	0.68	1.0	0.0	12.0	2
8.0069586E9		879.0	11.0	6.0	26.0	1.0	210.0	3.0	0.9	0.36	5.0	5.0	-3.0	2
8.006959E9		795.0	12.0	6.0	28.0	1.0	190.0	3.5	0.65	0.26	2.0	0.0	0.0	2
8.006974E9		711.0	11.0	8.0	29.0	1.0	170.0	4.5	1.25	0.5	2.0	0.0	9.0	2
8.006996E9		1130.0	13.0	8.0	34.0	5.0	270.0	5.0	1.05	0.42	2.0	0.0	10.0	2
8.0099123E9		753.0	13.0	12.0	24.0	1.0	180.0	7.0	1.25	0.5	1.0	0.0	12.0	2
8.0099354E9		1004.0	12.0	8.0	32.0	1.0	240.0	4.5	1.525	0.61	2.0	0.0	10.0	2
8.00995E9		1172.0	15.0	11.0	30.0	0.0	280.0	6.0	1.025	0.41	0.0	0.0	12.0	2
8.0099584E9		879.0	9.0	7.0	31.0	1.0	210.0	2.5	0.8	0.32	3.0	6.6666665	-1.0	2
8.0099953E9		753.0	13.0	12.0	24.0	1.0	180.0	7.0	1.25	0.5	1.0	0.0	12.0	2
8.077101E9		2188.0	7.02	26.32	61.4	26.32	523.0	10.53	1.3075	0.523	1.8	0.0	25.0	1
8.077101E9		2226.0	7.02	28.07	61.4	26.32	532.0	10.53	1.0975	0.439	1.8	0.0	24.0	1
8.077102E9		2230.0	6.67	26.67	66.67	26.67	533.0	20.0	0.8325	0.333	6.7	0.0	19.0	1
8.077102E9		2230.0	6.67	30.0	60.0	26.67	533.0	16.67	0.9175	0.367	6.7	0.0	20.0	1
8.077102E9		2230.0	6.67	26.67	66.67	26.67	533.0	13.33	0.9175	0.367	6.7	0.0	20.0	1
8.077102E9		2230.0	6.67	26.67	66.67	33.33	533.0	13.33	0.9175	0.367	6.7	0.0	22.0	1
8.077102E9		2222.0	7.69	28.85	61.54	26.92	531.0	15.38	0.865	0.346	3.8	0.0	20.0	1
8.077102E9		2251.0	7.69	26.92	65.38	23.08	538.0	11.54	0.9125	0.365	3.8	0.0	21.0	1
8.077201E9		2188.0	7.02	26.32	61.4	26.32	523.0	10.53	1.3075	0.523	1.8	0.0	25.0	1
80897.0		590.0	9.4	6.0	11.6	0.3	141.0	2.6	0.6	0.24	1.7	7.0	-1.0	2
8.10726E9		1628.0	11.11	13.89	55.56	5.56	389.0	0.0	1.805	0.722	5.6	0.0	8.0	0
8.1073597E9		1628.0	11.11	8.33	61.11	5.56	389.0	0.0	1.32	0.528	5.6	0.0	0.0	0
8.10783E9		1628.0	11.11	8.33	72.22	5.56	389.0	0.0	2.5	1.0	0.0	0.0	15.0	6
8.1121004E9		3347.0	0.0	93.333336	0.0	0.0	800.0	13.333333	0.0	0.0	0.0	0.0	10.0	1
8.127E9		1494.0	12.5	1.79	75.0	3.57	357.0	0.0	0.0	0.0	3.6	0.0	-4.0	0
8.127E9		1494.0	12.5	1.79	75.0	3.57	357.0	0.0	0.0225	0.009	3.6	0.0	-4.0	0
8.155903E9		2690.0	0.0	71.43	7.14	0.0	643.0	10.71	0.3575	0.143	0.0	0.0	19.0	1
8.155903E9		1197.0	0.0	28.57	0.0	0.0	286.0	3.57	1.6075	0.643	0.0	0.0	13.0	2
8.155903E9		1812.0	3.33	43.33	6.67	3.33	433.0	8.33	0.9575	0.383	0.0	0.0	17.0	1
8.155903E9		1774.0	3.03	39.39	15.15	12.12	424.0	6.06	4.6975	1.879	0.0	0.0	23.0	1
8.1707515E9		272.0	4.07	0.0	11.38	0.0	65.0	0.0	0.5825	0.233	4.1	0.0	-4.0	2
8.229101E9		1922.0	2.7	21.62	54.05	40.54	459.46	5.41	1.6476	0.65904	2.7	0.0	24.0	6
8.229101E9		1582.0	2.7	16.22	56.76	32.43	378.0	6.76	1.0125	0.405	0.0	0.0	21.0	6
8.229101E9		1720.0	6.13	18.4	55.21	30.67	411.0	6.13	0.925	0.37	2.0	0.0	19.0	6
8.229101E9		1590.0	2.72	19.02	54.35	35.33	380.0	5.43	0.8825	0.353	0.0	0.0	19.0	6
8.229101E9		1969.0	8.82	14.71	76.47	41.18	470.59	11.76	1.6958	0.67832	2.94	0.0	28.0	1
8.229101E9		1841.0	2.05	26.98	58.65	43.4	440.0	12.32	0.77	0.308	0.0	0.0	27.0	1
8.229101E9		1293.0	4.41	8.82	55.11	26.46	309.0	2.2	1.2675	0.507	3.1	0.0	12.0	6
8.229101E9		1377.0	5.88	8.82	58.82	29.41	329.0	2.94	1.3525	0.541	2.9	0.0	15.0	6
8.229101E9		1720.0	2.93	20.53	58.65	38.12	411.0	5.87	0.9525	0.381	0.0	0.0	22.0	6
8.2291016E9		1696.0	5.4054055	18.918919	54.054054	29.72973	405.4054	6.756757	0.9121622	0.36486486	2.7027028	0.0	19.0	6
8.2291016E9		1583.0	2.7027028	16.216217	56.756756	32.432434	378.3784	6.756757	1.0135136	0.4054054	0.0	0.0	21.0	6
8.2291016E9		1598.0	2.94	13.24	61.76	41.18	382.0	5.88	0.8825	0.353	0.0	0.0	21.0	6
8.2291016E9		1598.0	2.94	13.24	61.76	41.18	382.0	5.88	0.8825	0.353	0.0	0.0	21.0	6
8.2291016E9		1845.0	2.94	26.47	58.82	44.12	441.0	11.76	0.7725	0.309	2.9	0.0	24.0	1
8.2291016E9		1920.0	2.7	27.03	54.05	35.14	459.0	13.51	0.675	0.27	2.7	0.0	22.0	1
8.2291016E9		1628.0	3.07	14.31	63.39	40.9	389.0	6.13	0.895	0.358	0.0	0.0	22.0	6
8.2291057E9		1753.0	4.65	20.93	51.16	25.58	419.0	3.49	0.8725	0.349	0.0	0.0	16.0	6
8.2291057E9		1460.0	4.65	16.28	44.19	18.6	349.0	2.33	0.815	0.326	0.0	2.0	13.0	6
8.229106E9		1393.0	6.67	3.33	75.56	37.78	333.0	11.11	0.89	0.356	2.2	0.0	23.0	6
8.229106E9		1393.0	6.67	3.33	71.11	33.33	333.0	11.11	0.945	0.378	2.2	0.0	23.0	6
8.229106E9		1393.0	6.67	2.22	71.11	35.56	333.0	0.0	0.945	0.378	2.2	0.0	13.0	6
8.229106E9		1343.0	7.14	3.57	71.43	32.14	321.0	0.0	0.715	0.286	0.0	0.0	14.0	6
8.229106E9		1343.0	7.14	3.57	64.29	25.0	321.0	0.0	1.0275	0.411	0.0	0.0	13.0	6
8.229106E9		1343.0	7.14	7.14	57.14	21.43	321.0	0.0	0.9375	0.375	0.0	0.0	12.0	6
8.229107E9		1079.0	3.91	5.47	46.09	25.78	258.0	1.56	1.29	0.516	1.6	0.0	13.0	6
8.229107E9		1602.0	3.12	19.53	49.22	39.06	383.0	7.03	0.6825	0.273	0.0	0.0	21.0	6
82372.0		1979.0	3.9	20.1	68.3	43.9	472.0	11.4	0.475	0.19	1.0	0.0	25.0	1
82419.0		2013.0	5.1	19.8	69.9	54.9	481.0	11.8	0.4	0.16	1.6	0.0	26.0	1
8.2730004E9		310.0	2.11	2.11	11.05	8.42	74.0	0.53	0.21336	0.085344	0.0	0.0	0.0	2
8.274E9		172.0	0.0	0.56	9.86	9.86	41.0	0.56	0.0025	0.001	0.3	0.0	13.0	2
8.274E9		14.0	0.0	0.0	9.859155	9.859155	3.3802817	0.0	0.0035211267	0.0014084507	0.0	0.0	8.0	2
8.2740045E9		171.0	0.0	0.5633803	9.859155	9.859155	40.84507	0.5633803	0.0035211267	0.0014084507	0.28169015	0.0	13.0	2
8.2740065E9		0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2
8.2742344E9		1745.0	0.0	0.0	100.0	50.0	417.0	0.0	0.0	0.0	0.0	0.0	15.0	3
8.2956155E9		1255.0	0.0	0.0	73.33	66.67	300.0	0.0	0.1675	0.067	0.0	33.333332	13.0	3
8.29566E9		1255.0	0.0	0.0	73.33	66.67	300.0	0.0	0.1675	0.067	0.0	0.0	13.0	3
8.29566E9		976.0	0.0	0.0	53.333332	53.333332	233.33333	0.0	0.16666667	0.06666667	0.0	39.0	12.0	3
8.2956605E9		697.0	0.0	0.0	40.0	40.0	166.66667	0.0	0.0	0.0	0.0	50.0	9.0	6
8.2956605E9		523.0	0.0	0.0	13.33	13.33	125.0	0.0	0.0	0.0	0.0	50.0	2.0	5
8.295661E9		699.0	0.0	0.0	33.33	33.33	167.0	0.0	0.0	0.0	0.0	0.0	9.0	2
8.295661E9		1117.0	0.0	0.0	60.0	60.0	267.0	0.0	0.02	0.008	0.0	50.0	12.0	3
8.295661E9		837.0	0.0	0.0	40.0	40.0	200.0	0.0	0.0	0.0	0.0	33.333332	10.0	6
8.2956636E9		523.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.5	0.0	1.0	2
8.2956636E9		418.0	0.0	0.0	20.0	20.0	100.0	0.0	0.0	0.0	0.0	4.0	5.0	2
8.2956636E9		418.0	0.0	0.0	20.0	20.0	100.0	0.0	0.0	0.0	0.0	2.0	5.0	2
8.2956646E9		976.0	1.0	0.0	54.67	50.0	233.33	0.0	0.0169	0.00676	0.0	51.0	11.0	3
8.2956646E9		976.0	1.0	0.0	53.333332	50.0	233.33333	0.0	0.02	0.008	0.0	51.0	11.0	3
83.0		766.0	5.8	0.0	0.1	0.1	183.0	0.0	0.05	0.02	81.9	0.0	-6.0	0
8.346049E9		1820.0	4.35	15.22	69.57	52.17	435.0	6.52	0.76	0.304	0.0	0.0	24.0	6
8.346121E9		1611.0	19.23	7.69	57.69	23.08	385.0	4.81	0.5775	0.231	13.5	0.0	10.0	0
8.346121E9		1611.0	19.23	7.69	57.69	21.15	385.0	4.81	0.9625	0.385	17.3	0.0	11.0	0
8.3463813E9		1674.0	17.78	11.11	55.56	26.67	400.0	5.56	0.6675	0.267	13.3	0.0	11.0	0
8.3465E9		232.0	6.1538	2.7692	2.1538	0.3077	55.3846	0.4615	0.1384615	0.0553846	1.5	0.0	5.0	2
8.3465E9		232.0	6.1538	2.7692	1.8462	0.3077	55.3846	0.4615	0.1153845	0.0461538	1.5	0.0	5.0	2
8.3465E9		232.0	6.1538463	2.7692308	2.1538463	0.30769232	55.384617	0.46153846	0.115384616	0.046153847	1.5	0.0	5.0	2
8.3465006E9		113.0	2.25	0.23	3.83	1.13	27.0	0.23	0.07	0.028	2.3	0.0	2.0	2
8.34651E9		1858.0	22.22	22.22	44.44	20.0	444.0	5.56	0.945	0.378	11.1	3.5714285	13.0	0
8.34664E9		1858.0	22.22	22.22	44.44	20.0	444.0	5.56	0.945	0.378	11.1	3.5714285	13.0	0
