code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g	prediction
6.916218E7		586.0	4.6	11.0	5.1	0.6	140.0	5.5	4.9	1.96	0.5	0.0	16.0	2
7.301347E7		1025.0	13.9	10.9	22.4	1.5	245.0	1.7	1.42	0.568	0.9	0.0	5.0	2
8.711191E7		1088.0	34.0	0.5	30.0	1.2	260.0	0.1	10.8	4.32	3.5	0.0	10.0	4
10.0		442.0	6.4	22.0	54.0	25.0	1852.0	2.6	0.53	0.212	1.4	18.0	6.0	1
1.113012E8		2690.0	0.0	71.43	0.0	0.0	643.0	10.71	1.785	0.714	0.0	0.0	16.0	1
1.1130126E8		2389.0	0.0	57.14	0.0	0.0	571.0	10.71	1.34	0.536	0.0	5.882353	14.0	1
1.2753456E8		1100.0	7.02	3.51	52.63	8.77	263.0	0.0	1.71	0.684	7.0	0.0	6.0	0
1.27534584E8		954.0	5.26	2.63	47.37	8.77	228.0	0.0	1.4025	0.561	1.8	0.0	5.0	2
15.0		1926.0	6.4	24.0	54.0	31.0	460.0	6.0	0.48	0.192	1.4	14.5	17.0	6
1.5501115E8		1435.0	3.69	15.78	41.05	18.2	343.0	8.31	0.28	0.112	1.97	0.0	15.0	6
20.0		1917.0	6.3	24.0	53.0	29.0	458.0	6.0	0.45	0.18	2.6	14.5	15.0	6
23.0		1917.0	6.3	24.0	53.0	29.0	458.0	6.0	0.45	0.18	0.0	14.5	17.0	6
2.365559E8		983.0	8.82	1.47	50.0	5.88	235.0	0.0	1.25	0.5	2.9	0.0	0.0	2
2.3659878E8		1071.0	7.69	2.56	53.85	2.56	256.0	0.0	0.8025	0.321	2.6	0.0	0.0	2
2.817565E8		2029.0	8.75	26.25	58.75	6.5	485.0	9.75	0.03	0.012	4.2	0.0	12.0	1
2.901531E8		594.0	3.9	3.3	23.5	1.8	142.0	1.6	0.9	0.36	1.4	42.0	1.0	2
3.0030016E8		1987.0	5.0	35.0	50.0	35.0	475.0	20.0	0.125	0.05	5.0	0.0	17.0	1
3.0951206E8		1046.0	0.0	0.0	43.75	34.38	250.0	0.0	2.97	1.188	0.0	0.0	20.0	6
39365.0		1740.0	76.3	8.33	8.67	8.67	417.0	5.0	0.37	0.148	0.333	1.8	11.0	4
39681.0		1745.0	75.0	7.5	10.0	10.0	417.0	5.0	0.351	0.1404	0.4	0.0	12.0	4
4.17011E8		2209.0	8.0	28.0	60.0	49.6	528.0	18.4	0.4	0.16	2.0	0.0	25.0	1
4.3307027E8		1929.0	9.6	21.4	55.2	51.6	461.0	1.8	0.25	0.1	4.2	0.0	13.0	6
4.338215E8		1552.0	7.14	21.43	67.86	28.57	371.0	12.5	0.535	0.214	3.6	0.0	19.0	1
4.338215E8		1703.0	7.14	21.43	67.86	28.57	407.0	12.5	0.535	0.214	3.6	100.0	11.0	5
4.3390602E8		1623.0	2.94	17.65	50.0	17.65	388.0	10.29	0.3675	0.147	1.5	0.0	17.0	6
4.3390602E8		1623.0	2.94	17.65	50.0	17.65	388.0	10.29	0.3675	0.147	1.5	0.0	17.0	6
4.50193E8		883.0	2.82	11.27	22.54	16.9	211.0	7.04	0.14	0.056	0.0	0.0	11.0	2
4.5019302E8		941.0	4.23	11.27	26.76	18.31	225.0	7.04	0.1225	0.049	0.0	0.0	12.0	2
4.5019302E8		1000.0	4.23	15.49	22.54	15.49	239.0	7.04	0.335	0.134	1.4	0.0	11.0	2
4714.0		1270.0	7.09	7.01	52.2	1.62	304.0	2.48	1.62	0.65	1.88	7.0	11.0	6
50.0		1866.0	8.0	23.0	51.0	39.0	446.0	10.0	0.55	0.22	1.7	16.5	23.0	1
5001.0		134.0	1.4	0.1	4.8	4.5	32.0	0.0	0.0	0.0	2.2	100.0	-7.0	5
5006.0		212.0	1.7	2.3	4.8	4.0	51.0	0.4	0.7	0.28	1.6	96.77216	-4.0	5
5007.0		310.0	1.5	5.2	4.3	3.8	75.0	0.8	0.2	0.08	1.7	90.99	-6.0	5
5008.0		232.0	1.5	3.2	4.2	4.0	56.0	1.0	0.7	0.28	2.0	95.394165	-4.0	5
5009.0		268.0	2.5	3.7	4.1	3.8	64.0	1.0	0.7	0.28	2.0	88.64	-5.0	5
5011.0		260.0	1.4	3.9	4.2	4.0	62.0	1.0	0.01	0.004	2.0	98.35	-7.0	5
5012.0		131.0	1.6	0.2	4.8	4.3	31.0	0.0	0.0	0.0	1.6	100.0	-6.0	5
5487.0		2243.0	7.14	32.14	57.14	0.0	536.0	3.57	0.9375	0.375	3.6	0.0	10.0	1
55.0		1925.0	7.5	27.0	45.0	34.0	460.0	13.0	0.65	0.26	3.6	12.0	21.0	1
5.540045E8		1167.0	4.4	6.3	48.2	4.4	279.0	0.5	1.09	0.436	5.8	0.0	0.0	2
57820.0		1674.0	0.0	0.0	100.0	50.0	400.0	0.0	0.0	0.0	0.0	0.0	14.0	3
6.091241E8		2318.0	7.14	32.14	58.93	55.36	554.0	19.64	0.2	0.08	1.8	0.0	25.0	1
6.091337E8		2301.0	7.5	32.5	57.5	55.0	550.0	20.0	0.1875	0.075	2.5	0.0	24.0	1
6.092315E8		2389.0	9.52	33.33	57.14	57.14	571.0	21.43	0.1775	0.071	0.0	0.0	27.0	1
6.092341E8		2192.0	4.76	33.33	57.14	57.14	524.0	19.05	0.1775	0.071	0.0	0.0	26.0	1
6.0934074E8		2197.0	5.0	32.5	57.5	50.0	525.0	20.0	0.03	0.012	5.0	0.0	21.0	1
6.0934675E8		2406.0	7.5	40.0	50.0	50.0	575.0	25.0	0.25	0.1	0.0	0.0	28.0	1
6.094061E8		2238.0	6.98	32.56	58.14	55.81	535.0	20.93	0.2025	0.081	2.3	0.0	24.0	1
6.094071E8		2238.0	6.98	32.56	58.14	55.81	535.0	20.93	0.2025	0.081	2.3	0.0	24.0	1
6.0961805E8		2092.0	0.0	32.14	57.14	42.86	500.0	14.29	0.0	0.0	7.1	0.0	20.0	1
6.09941E8		2301.0	7.5	32.5	57.5	55.0	550.0	20.0	0.1875	0.075	2.5	0.0	24.0	1
6.0994106E8		2197.0	5.0	32.5	57.5	47.5	525.0	20.0	0.03	0.012	5.0	0.0	21.0	1
6.0994176E8		2326.0	8.33	33.33	58.33	55.56	556.0	19.44	0.2075	0.083	2.8	0.0	24.0	1
6.0994176E8		2326.0	8.33	33.33	58.33	55.56	556.0	19.44	0.2075	0.083	2.8	0.0	24.0	1
6.0996205E8		2314.0	7.89	31.58	57.89	55.26	553.0	21.05	0.1975	0.079	2.6	0.0	24.0	1
6.0996205E8		2201.0	5.26	31.58	57.89	50.0	526.0	21.05	0.0325	0.013	5.3	0.0	21.0	1
6.099621E8		2201.0	5.26	31.58	57.89	50.0	526.0	21.05	0.0325	0.013	5.3	0.0	21.0	1
6.09965E8		2197.0	5.0	27.5	67.5	60.0	525.0	20.0	0.3125	0.125	0.0	0.0	27.0	1
6.09983E8		2326.0	8.33	33.33	58.33	55.56	556.0	19.44	0.2075	0.083	2.8	0.0	24.0	1
6.0998304E8		2209.0	5.56	33.33	58.33	50.0	528.0	19.44	0.035	0.014	5.6	0.0	21.0	1
6.099838E8		2314.0	5.26	31.58	60.53	55.26	553.0	18.42	0.2625	0.105	2.6	0.0	25.0	1
6.099838E8		2314.0	7.89	34.21	55.26	52.63	553.0	21.05	0.2625	0.105	2.6	0.0	25.0	1
6.09989E8		2272.0	5.71	31.43	57.14	54.29	543.0	20.0	0.1775	0.071	2.9	0.0	23.0	1
6.0998906E8		2314.0	7.89	31.58	57.89	55.26	553.0	21.05	0.1975	0.079	2.6	0.0	24.0	1
6163.0		75.0	0.0	0.0	3.57	0.0	18.0	0.0	3.035	1.214	3.6	10.0	7.0	2
6.510001E8		197.0	3.12	0.0	10.16	0.78	47.0	0.0	0.235	0.094	5.5	0.0	-5.0	2
6.510021E8		100.0	2.35	0.0	3.53	0.0	24.0	0.0	0.19	0.076	2.4	100.0	-8.0	5
6.510032E8		75.0	1.18	0.0	3.53	1.18	18.0	0.0	0.015	0.006	2.4	0.0	-2.0	2
6.51041E8		75.0	1.18	0.0	3.53	1.18	18.0	0.0	0.015	0.006	2.4	0.0	-2.0	2
6.51041E8		75.0	1.18	0.0	2.35	1.18	18.0	0.0	0.1025	0.041	1.2	0.0	-1.0	2
6.51213E8		100.0	2.35	0.0	3.53	0.0	24.0	0.0	0.19	0.076	2.4	100.0	-8.0	5
6.5121306E8		100.0	2.35	0.0	3.53	0.0	24.0	0.0	0.19	0.076	2.4	0.0	-3.0	2
6.51313E8		201.0	2.38	0.6	7.14	2.38	48.0	0.0	0.075	0.03	3.6	100.0	-9.0	5
6.51319E8		199.0	2.38	0.6	7.14	2.38	47.62	0.0	0.0756	0.03024	3.6	100.0	-9.0	5
6.5131904E8		201.0	2.38	0.6	7.14	2.38	48.0	0.0	0.075	0.03	3.6	100.0	-9.0	5
6.5131904E8		201.0	2.38	0.6	7.14	2.38	48.0	0.0	0.075	0.03	3.6	100.0	-9.0	5
6.5131904E8		201.0	2.38	0.6	7.14	2.38	48.0	0.0	0.075	0.03	3.6	100.0	-9.0	5
6.5151104E8		59.0	0.0	0.0	3.64	1.82	14.0	0.0	0.2625	0.105	1.8	100.0	-5.0	5
6910.0		2025.0	16.129032	22.580645	54.83871	6.451613	483.87097	3.2258065	1.9354838	0.7741935	3.2258065	0.0	15.0	6
6.9830906E8		2209.0	5.56	30.56	61.11	55.56	528.0	22.22	0.2425	0.097	2.8	0.0	25.0	1
6.984658E8		2264.0	2.7	32.43	59.46	56.76	541.0	21.62	0.2025	0.081	2.7	0.0	24.0	1
7.6400115E8		130.0	0.0	0.0	7.38	6.77	31.0	0.0	0.0075	0.003	0.0	0.0	1.0	2
7.640018E8		192.0	0.0	0.0	11.67	10.42	46.0	0.0	0.0375	0.015	0.0	0.0	14.0	2
7.640018E8		226.0	0.0	0.0	13.33	13.33	54.0	0.0	0.01	0.004	0.0	0.0	17.0	2
7.64003E8		192.0	0.0	0.0	11.25	10.0	46.0	0.0	0.025	0.01	0.4	0.0	2.0	2
7.640031E8		192.0	0.42	0.0	11.67	8.33	46.0	0.0	0.015	0.006	0.0	0.0	13.0	2
7.6411494E8		192.0	0.0	0.0	11.67	10.42	46.0	0.0	0.0425	0.017	0.0	100.0	4.0	5
7.647167E8		192.0	0.42	0.0	11.67	8.33	46.0	0.0	0.015	0.006	0.0	100.0	3.0	5
7.90105E8		1255.0	2.5	0.0	72.5	27.5	300.0	0.0	0.125	0.05	0.0	0.0	8.0	6
7.90105E8		1255.0	2.5	0.0	72.5	30.0	300.0	0.0	0.125	0.05	0.0	0.0	8.0	6
7.90105E8		1255.0	2.5	0.0	72.5	30.0	300.0	0.0	0.125	0.05	0.0	0.0	8.0	6
7.90105E8		1255.0	2.5	0.0	72.5	30.0	300.0	0.0	0.1875	0.075	0.0	0.0	8.0	6
7.901053E8		1046.0	5.0	0.0	65.0	42.5	250.0	0.0	0.0625	0.025	0.0	0.0	12.0	6
7.901053E8		1046.0	5.0	0.0	65.0	42.5	250.0	0.0	0.0625	0.025	0.0	0.0	12.0	6
7.901053E8		1046.0	5.0	0.0	65.0	42.5	250.0	0.0	0.0625	0.025	0.0	0.0	12.0	6
7.901053E8		1046.0	5.0	0.0	65.0	42.5	250.0	0.0	0.0625	0.025	0.0	0.0	12.0	6
7.9011E8		1151.0	5.0	0.0	67.5	40.0	275.0	0.0	0.03	0.012	0.0	0.0	11.0	6
7.9011E8		1151.0	5.0	0.0	67.5	40.0	275.0	0.0	0.03	0.012	0.0	0.0	11.0	6
7.9011E8		1151.0	5.0	0.0	67.5	40.0	275.0	0.0	0.03	0.012	0.0	0.0	11.0	6
7.9011E8		1151.0	5.0	0.0	67.5	40.0	275.0	0.0	0.03	0.012	0.0	0.0	11.0	6
7.9011E8		1151.0	5.0	0.0	67.5	40.0	275.0	0.0	0.03	0.012	0.0	0.0	11.0	6
7.901101E8		1151.0	5.0	0.0	67.5	40.0	275.0	0.0	0.03	0.012	0.0	0.0	11.0	6
7.9012006E8		1046.0	5.0	0.0	70.0	45.0	250.0	0.0	0.125	0.05	0.0	0.0	12.0	6
7.902001E8		1674.0	4.0	32.0	60.0	0.0	400.0	20.0	0.0	0.0	12.0	0.0	9.0	1
7.903E8		1293.0	4.41	0.0	74.96	57.32	309.0	0.0	0.22	0.088	0.0	0.0	13.0	3
7.9031E8		1360.0	5.0	0.0	75.0	57.5	325.0	0.0	0.127	0.0508	0.0	0.0	14.0	3
7.9031E8		586.0	0.0	0.0	34.0	24.0	140.0	0.0	0.0762	0.03048	0.0	0.0	6.0	2
7.903101E8		1464.0	2.5	1.25	87.5	65.0	350.0	0.0	0.28	0.112	0.0	0.0	15.0	3
7.903101E8		1255.0	7.5	0.0	70.0	52.5	300.0	0.0	0.125	0.05	0.0	0.0	13.0	6
7.903101E8		1674.0	0.0	0.0	100.0	90.0	400.0	0.0	0.025	0.01	0.0	0.0	14.0	3
7.9032E8		1255.0	7.5	0.0	70.0	52.5	300.0	0.0	0.125	0.05	0.0	0.0	13.0	6
7.9032006E8		1464.0	0.0	0.0	87.5	70.0	350.0	0.0	0.095	0.038	0.0	0.0	14.0	3
7.9032006E8		1569.0	2.5	1.25	87.5	67.5	375.0	0.0	0.28	0.112	0.0	0.0	15.0	3
7.903201E8		1151.0	2.5	0.0	70.0	42.5	275.0	0.0	0.03	0.012	0.0	0.0	12.0	6
7.903201E8		1151.0	2.5	0.0	70.0	42.5	275.0	0.0	0.03	0.012	0.0	0.0	12.0	6
7.903201E8		1151.0	2.5	0.0	70.0	42.5	275.0	0.0	0.03	0.012	0.0	0.0	12.0	6
7.9035E8		1255.0	7.5	0.0	70.0	52.5	300.0	0.0	0.125	0.05	0.0	0.0	13.0	6
7.9035E8		1464.0	0.0	0.0	85.0	60.0	350.0	0.0	0.1875	0.075	0.0	0.0	14.0	3
7.9035E8		1883.0	2.5	17.5	77.5	75.0	450.0	17.5	0.0	0.0	5.0	0.0	20.0	1
7.9035014E8		1883.0	2.5	17.5	77.5	75.0	450.0	17.5	0.0	0.0	5.0	0.0	20.0	1
7.9035014E8		1883.0	2.5	17.5	77.5	75.0	450.0	17.5	0.0	0.0	5.0	0.0	20.0	1
7.903502E8		1464.0	0.0	0.0	85.0	60.0	350.0	0.0	0.1875	0.075	0.0	0.0	14.0	3
7.903504E8		1197.0	7.14	0.0	71.43	42.86	286.0	0.0	0.0	0.0	0.0	0.0	12.0	6
7.903504E8		1197.0	7.14	0.0	71.43	42.86	286.0	0.0	0.0	0.0	0.0	0.0	12.0	6
7.904E8		1494.0	3.57	0.0	92.86	75.0	357.0	0.0	0.0	0.0	10.7	0.0	9.0	3
7.904E8		1343.0	3.57	0.0	85.71	64.29	321.0	0.0	0.0	0.0	14.3	50.0	8.0	3
7.9040006E8		1494.0	3.57	1.79	89.29	78.57	357.0	0.0	0.0	0.0	10.7	100.0	2.0	3
7.9040006E8		1477.0	0.0	0.0	94.12	82.35	353.0	0.0	0.1475	0.059	2.9	100.0	6.0	3
7.904003E8		1464.0	0.0	0.0	90.0	70.0	350.0	0.0	0.0	0.0	10.0	0.0	9.0	3
7.904003E8		1464.0	0.0	0.0	90.0	60.0	350.0	0.0	0.0	0.0	10.0	50.0	8.0	3
7.904003E8		1464.0	0.0	0.0	90.0	80.0	350.0	0.0	0.0	0.0	10.0	100.0	4.0	3
7.9041E8		1360.0	0.0	0.0	82.5	75.0	325.0	0.0	0.0	0.0	5.0	0.0	9.0	3
7.9041005E8		1360.0	0.0	0.0	82.5	75.0	325.0	0.0	0.0	0.0	5.0	25.0	9.0	3
7.9041005E8		1360.0	0.0	0.0	82.5	75.0	325.0	0.0	0.0	0.0	5.0	25.0	9.0	3
7.9041005E8		941.0	2.5	0.0	55.0	32.5	225.0	0.0	0.0	0.0	5.0	16.666666	3.0	6
7.9041005E8		1464.0	0.0	0.0	85.0	65.0	350.0	0.0	0.4375	0.175	2.5	20.0	13.0	3
7.9041056E8		1456.0	0.0	0.0	82.61	73.91	348.0	0.0	0.0	0.0	4.3	16.666666	10.0	3
7.9042003E8		1594.0	0.0	0.0	90.48	76.19	381.0	0.0	0.3575	0.143	14.3	50.0	9.0	3
7.9043E8		1971.0	9.41	25.88	51.76	44.71	471.0	8.24	0.47	0.188	4.7	1.3888888	20.0	1
7.904301E8		1971.0	9.41	25.88	51.76	40.0	471.0	8.24	0.47	0.188	4.7	7.142857	19.0	1
7.904301E8		1971.0	9.41	25.88	51.76	44.71	471.0	8.24	0.47	0.188	4.7	5.0	20.0	1
7.9044E8		1644.0	0.0	0.0	92.86	78.57	393.0	0.0	1.6075	0.643	10.7	50.0	15.0	3
7.9044006E8		1644.0	0.0	0.0	92.86	75.0	393.0	0.0	0.0	0.0	14.3	50.0	8.0	3
7.905001E8		1255.0	7.5	0.0	70.0	37.5	300.0	0.0	0.095	0.038	0.0	0.0	11.0	6
7.9050016E8		1255.0	7.5	0.0	70.0	37.5	300.0	0.0	0.095	0.038	0.0	0.0	11.0	6
7.9050016E8		1255.0	7.5	0.0	70.0	37.5	300.0	0.0	0.095	0.038	0.0	0.0	11.0	6
7.905002E8		1255.0	7.5	0.0	70.0	37.5	300.0	0.0	0.095	0.038	0.0	0.0	11.0	6
7.905002E8		1255.0	7.5	0.0	70.0	37.5	300.0	0.0	0.095	0.038	0.0	0.0	11.0	6
7.905002E8		1255.0	7.5	0.0	70.0	37.5	300.0	0.0	0.095	0.038	0.0	0.0	11.0	6
7.905206E8		1360.0	5.0	0.0	80.0	45.0	325.0	0.0	0.4375	0.175	0.0	6.25	14.0	6
7.906201E8		1151.0	2.5	0.0	70.0	42.5	275.0	0.0	0.03	0.012	0.0	0.0	12.0	6
7.908E8		2163.0	3.45	24.14	72.41	48.28	517.0	10.34	0.3025	0.121	0.0	0.0	27.0	1
7.908E8		2163.0	3.45	24.14	72.41	48.28	517.0	10.34	0.3025	0.121	0.0	0.0	27.0	1
8.3576634E8		1197.0	0.0	0.0	80.95	76.19	286.0	0.0	0.0	0.0	0.0	0.0	13.0	3
8.3576634E8		1197.0	0.0	0.0	80.95	76.19	286.0	0.0	0.0	0.0	0.0	0.0	13.0	3
8.3576634E8		1197.0	0.0	0.0	80.95	76.19	286.0	0.0	0.0	0.0	0.0	0.0	13.0	3
8.357665E8		1197.0	0.0	0.0	80.95	76.19	286.0	0.0	0.0	0.0	0.0	0.0	13.0	3
8.506001E8		247.0	14.12	0.0	0.0	0.0	59.0	0.0	1.3825	0.553	0.0	0.0	1.0	2
8.7E8		1326.0	19.58	2.96	45.6	26.8	317.0	0.0	0.28	0.112	15.0	0.0	-1.0	0
9.01E8		1795.0	7.14	10.71	78.57	0.0	429.0	0.0	1.6075	0.643	7.1	0.0	7.0	0
9.01005E8		71.0	0.4	0.0	4.0	3.0	17.0	0.0	0.0275	0.011	1.0	50.0	2.0	5
